"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Last Updated","Current Ver","Android Ver","Avg_Sentiment","Review_Count","Success","log_installs","log_reviews","is_free","high_success","Last_Updated","days_since_update"
"News: DW Hausa","NEWS_AND_MAGAZINES",4.9,9,6.3,1000,"Free",0,"Everyone","April 26, 2018","1.0","4.1 and up",0,0,"0",6.90875477931522,2.30258509299405,1,0,2018-04-26,2906
"DW Spectrum™ IP VMS","BUSINESS",3.4,102,2.4,10000,"Free",0,"Everyone","April 14, 2016","2.5.0-prod","2.2 and up",0,0,"0",9.21044036697652,4.63472898822964,1,0,2016-04-14,3648
"DW Audio","FAMILY",4.9,38,5,1000,"Free",0,"Everyone","June 16, 2017","0.9.0","4.1 and up",0,0,"0",6.90875477931522,3.66356164612965,1,0,2017-06-16,3220
"DW Contacts widget","TOOLS",4.3,56,2,1000,"Paid",0.99,"Everyone","June 5, 2014","1.1.0.0","2.1 and up",0,0,"0",6.90875477931522,4.04305126783455,0,0,2014-06-05,4327
"DW فارسی By dw-arab.com","NEWS_AND_MAGAZINES",4.7,11,4.4,1000,"Free",0,"Everyone","March 26, 2017","1.0.0","4.1 and up",0,0,"0",6.90875477931522,2.484906649788,1,0,2017-03-26,3302
"German Listening","FAMILY",4.8,18298,8,5e+05,"Free",0,"Everyone","July 23, 2018","2.94","2.3.3 and up",0,0,"0",13.1223653774023,9.81460169252769,1,0,2018-07-23,2818
"DW Event","EVENTS",4.3,9,39,1000,"Free",0,"Everyone","May 29, 2018","2.32.2","4.1 and up",0,0,"0",6.90875477931522,2.30258509299405,1,0,2018-05-29,2873
"DW Witness","BUSINESS",4,6,3.5,500,"Free",0,"Everyone","May 14, 2018","1.1.2","5.0 and up",0,0,"0",6.21660610108486,1.94591014905531,1,0,2018-05-14,2888
"Downvids Helper - One touch DW","VIDEO_PLAYERS",3.5,197,9.8,10000,"Free",0,"Everyone","February 5, 2017","1.0","4.0.3 and up",0,0,"0",9.21044036697652,5.28826703069454,1,0,2017-02-05,3351
"DW Security","BUSINESS",5,6,15,100,"Free",0,"Everyone","July 25, 2018","69.1","4.1 and up",0,0,"0",4.61512051684126,1.94591014905531,1,0,2018-07-25,2816
"News: RFI Hausa","NEWS_AND_MAGAZINES",4.7,10,6.3,1000,"Free",0,"Everyone","April 28, 2018","1.0","4.1 and up",0,0,"0",6.90875477931522,2.39789527279837,1,0,2018-04-28,2904
"DW Contacts Wear","TOOLS",4.2,37,2.2,5000,"Free",0,"Everyone","March 9, 2015","0.0.0.2","4.0 and up",0,0,"0",8.5173931714189,3.63758615972639,1,0,2015-03-09,4050
"Hausa Radio","NEWS_AND_MAGAZINES",4.4,3375,4.2,1e+05,"Free",0,"Everyone","July 31, 2018","4.1","4.1 and up",0,0,"0",11.5129354649202,8.12444685571585,1,0,2018-07-31,2810
"Digi Dex for DW Next Order @PS4","TOOLS",4.2,155,16,10000,"Free",0,"Everyone","February 24, 2018","1.3","5.0 and up",0,0,"0",9.21044036697652,5.04985600724954,1,0,2018-02-24,2967
"DW Timer","TOOLS",5,9,1.5,100,"Free",0,"Everyone","April 5, 2017","1.0","1.6 and up",0,0,"0",4.61512051684126,2.30258509299405,1,0,2017-04-05,3292
"RETRO Shocked DW-6000","PERSONALIZATION",5,13,500,100,"Paid",1.49,"Everyone","April 4, 2017","1.2","2.3 and up",0,0,"0",4.61512051684126,2.63905732961526,0,0,2017-04-04,3293
"VMAX IP Plus Mobile Client","BUSINESS",2,9,3.4,1000,"Free",0,"Everyone","June 9, 2017","1.1.12","2.3 and up",0,0,"0",6.90875477931522,2.30258509299405,1,0,2017-06-09,3227
"DW Maps","TRAVEL_AND_LOCAL",3.7,35,13,10000,"Free",0,"Everyone","June 6, 2017","1.9","2.3.3 and up",0,0,"0",9.21044036697652,3.58351893845611,1,0,2017-06-06,3230
"DW Missed call cleaner patch","TOOLS",3.9,65,54,5000,"Free",0,"Everyone","November 27, 2014","1.4","2.0 and up",0,0,"0",8.5173931714189,4.18965474202643,1,0,2014-11-27,4152
"Swahili Radio","NEWS_AND_MAGAZINES",4.5,171,4.8,10000,"Free",0,"Everyone","May 30, 2018","3.0","4.0 and up",0,0,"0",9.21044036697652,5.14749447681345,1,0,2018-05-30,2872
"DX","SHOPPING",3.1,6697,11,5e+05,"Free",0,"Everyone","February 1, 2018","4.2.1","4.0 and up",0,0,"0",13.1223653774023,8.80956425335415,1,0,2018-02-01,2990
"Direct Express®","FINANCE",4.5,6156,6.6,5e+05,"Free",0,"Everyone","May 9, 2017","1.0.10","4.0 and up",0,0,"0",13.1223653774023,8.72534492491121,1,0,2017-05-09,3258
"Retro City Rampage DX","GAME",4.7,416,16,10000,"Paid",2.99,"Teen","January 12, 2017","1.0.5","4.0 and up",0,0,"0",9.21044036697652,6.0330862217988,0,0,2017-01-12,3375
"PORTABLE SOCCER DX","SPORTS",4.4,552,1.6,5000,"Paid",1,"Everyone","June 19, 2018","3.4","2.2 and up",0,0,"0",8.5173931714189,6.31535800152233,0,0,2018-06-19,2852
"Across Age DX","FAMILY",3.8,5964,48,5e+05,"Free",0,"Teen","January 9, 2015","1.1.0","2.2 and up",0,0,"0",13.1223653774023,8.69366433453202,1,0,2015-01-09,4109
"ZOOKEEPER DX TouchEdition","FAMILY",4.2,3195,4.6,1e+05,"Paid",0.99,"Everyone","November 26, 2015","1.2.7","2.1 and up",0,0,"0",11.5129354649202,8.06965530688617,0,0,2015-11-26,3788
"Ham DX Cluster & Spots Finder","COMMUNICATION",4.5,115,2.8,5000,"Free",0,"Everyone","July 15, 2016","1.4.4","4.1 and up",0,0,"0",8.5173931714189,4.75359019110636,1,0,2016-07-15,3556
"DX Alerts","LIFESTYLE",4.5,22,23,1000,"Free",0,"Everyone","July 19, 2016","2.0","4.0.3 and up",0,0,"0",6.90875477931522,3.13549421592915,1,0,2016-07-19,3552
"Piczle Lines DX","FAMILY",4.6,281,26,5000,"Free",0,"Everyone","April 15, 2018","1.4.6","4.0 and up",0,0,"0",8.5173931714189,5.64190707093811,1,0,2018-04-15,2917
"PORTABLE SOCCER DX Lite","SPORTS",4.2,15068,2.5,1e+06,"Free",0,"Everyone","June 19, 2018","3.4","2.3 and up",0,0,"1",13.8155115579638,9.62039493241815,1,1,2018-06-19,2852
"DX Spots Free","TOOLS",4.5,46,24,1000,"Free",0,"Everyone","May 18, 2018","2.0.402","4.1 and up",0,0,"0",6.90875477931522,3.85014760171006,1,0,2018-05-18,2884
"3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp","FAMILY",4.2,449,56,10000,"Free",0,"Teen","February 16, 2018","1.5","4.0 and up",0,0,"0",9.21044036697652,6.10924758276437,1,0,2018-02-16,2975
"Bubble Shooter DX","FAMILY",4.2,636,4,1e+05,"Free",0,"Everyone","June 21, 2018","1.21","4.0.3 and up",0,0,"0",11.5129354649202,6.45676965557216,1,0,2018-06-21,2850
"DX Alert","TOOLS",4.1,27,2.5,1000,"Free",0,"Everyone","April 28, 2016","1.131","3.2 and up",0,0,"0",6.90875477931522,3.3322045101752,1,0,2016-04-28,3634
"Age of Procreation DX","FAMILY",4.3,1894,40,1e+05,"Free",0,"Mature 17+","April 22, 2016","1.441","2.3 and up",0,0,"0",11.5129354649202,7.54697411751653,1,0,2016-04-22,3640
"Chronolink DX","FAMILY",5,7,73,10,"Paid",0.99,"Everyone","July 6, 2017","1.2","4.1 and up",0,0,"0",2.39789527279837,2.07944154167984,0,0,2017-07-06,3200
"DX Simulation for OOO Dx Belt","FAMILY",4.6,67,31,10000,"Free",0,"Everyone","August 4, 2018","1.7","4.1 and up",0,0,"0",9.21044036697652,4.21950770517611,1,0,2018-08-04,2806
"Tricky Bike Stunt Rider DX","FAMILY",4.4,16,45,500,"Free",0,"Everyone","July 29, 2018","1.1.1","4.0 and up",0,0,"0",6.21660610108486,2.83321334405622,1,0,2018-07-29,2812
"DX Simulation Belt for Build henshin","FAMILY",4.5,182,39,10000,"Free",0,"Everyone","July 11, 2018","2.0","4.1 and up",0,0,"0",9.21044036697652,5.20948615284142,1,0,2018-07-11,2830
"Active Soccer 2 DX","SPORTS",3.6,28,48,500,"Paid",2.99,"Everyone","March 28, 2017","1.0.3","1.5 and up",0,0,"0",6.21660610108486,3.36729582998647,0,0,2017-03-28,3300
"DX Simulation for Kabuto Henshin Belt 2018","FAMILY",4.6,14,7.2,5000,"Free",0,"Everyone","August 6, 2018","1.5","4.0.3 and up",0,0,"0",8.5173931714189,2.70805020110221,1,0,2018-08-06,2804
"Elemental Galaxy Dx - Match3","FAMILY",4,127,14,10000,"Free",0,"Everyone","March 11, 2014","1.0.9","2.2 and up",0,0,"0",9.21044036697652,4.85203026391962,1,0,2014-03-11,4413
"DX Simulation for Double Dx Henshin Belt 2018","FAMILY",4.6,33,11,5000,"Free",0,"Everyone","August 6, 2018","1.5","4.0.3 and up",0,0,"0",8.5173931714189,3.52636052461616,1,0,2018-08-06,2804
"Mircules DX Cluster Lite","COMMUNICATION",4.5,51,21,5000,"Free",0,"Everyone","May 10, 2016","3.0","4.1 and up",0,0,"0",8.5173931714189,3.95124371858143,1,0,2016-05-10,3622
"DX Simulation Belt for Decade henshin","FAMILY",4.5,64,32,5000,"Free",0,"Everyone","July 27, 2018","3.0","4.1 and up",0,0,"0",8.5173931714189,4.17438726989564,1,0,2018-07-27,2814
"Human Dx","MEDICAL",4.8,6,16,500,"Free",0,"Everyone","August 4, 2018","Human Dx","6.0 and up",0,0,"0",6.21660610108486,1.94591014905531,1,0,2018-08-04,2806
"Santa's Monster Shootout DX","GAME",5,4,33,50,"Paid",1.99,"Teen","August 15, 2013","1.05","2.2 and up",0,0,"0",3.93182563272433,1.6094379124341,0,0,2013-08-15,4621
"DX Glow - Clock Widget","PERSONALIZATION",4.4,5,3.4,50,"Paid",0.99,"Everyone","March 20, 2015","2.0","3.0 and up",0,0,"0",3.93182563272433,1.79175946922805,0,0,2015-03-20,4039
"MBU DX Cluster","TOOLS",4,5,1.6,500,"Free",0,"Everyone","June 16, 2015","0.0.1","2.3.3 and up",0,0,"0",6.21660610108486,1.79175946922805,1,0,2015-06-16,3951
"Dress Up RagazzA13 DX","FAMILY",3.5,13,42,100,"Paid",0.99,"Everyone","September 16, 2016","1.0.5","4.0.3 and up",0,0,"0",4.61512051684126,2.63905732961526,0,0,2016-09-16,3493
"Cloud DX Connected Health","HEALTH_AND_FITNESS",5,6,11,100,"Free",0,"Everyone","July 19, 2017","1.7.10713 (281)","4.4 and up",0,0,"0",4.61512051684126,1.94591014905531,1,0,2017-07-19,3187
"DX Simulation for X-aid Dx Belt","FAMILY",4,35,48,5000,"Free",0,"Everyone","August 4, 2018","1.6","4.1 and up",0,0,"0",8.5173931714189,3.58351893845611,1,0,2018-08-04,2806
"Unstoppaball DX","FAMILY",4.2,5,40,50,"Paid",1.49,"Everyone","May 20, 2014","1.7","2.0.1 and up",0,0,"0",3.93182563272433,1.79175946922805,0,0,2014-05-20,4343
"Sokoban Land DX","FAMILY",3.9,46,20,10000,"Paid",2.99,"Everyone","January 29, 2018","1.0.6","2.3 and up",0,0,"0",9.21044036697652,3.85014760171006,0,0,2018-01-29,2993
"Multiple Sclerosis Dx & Mgmt.","MEDICAL",4.5,131,60,10000,"Free",0,"Everyone","September 25, 2017","5.0","4.4 and up",0,0,"0",9.21044036697652,4.88280192258637,1,0,2017-09-25,3119
"Dx Ludo","FAMILY",3.6,215,2.6,50000,"Free",0,"Everyone","April 18, 2011","1.0","2.1 and up",0,0,"0",10.8197982842103,5.37527840768417,1,0,2011-04-18,5471
"My Dy Dice - 3D Dice Roller","LIFESTYLE",4.2,9,22,100,"Free",0,"Everyone","September 20, 2016","1.01","4.1 and up",0,0,"0",4.61512051684126,2.30258509299405,1,0,2016-09-20,3489
"Dy So Exam","FAMILY",3,6,3.2,1000,"Free",0,"Everyone","July 3, 2017","1.0","2.3 and up",0,0,"0",6.90875477931522,1.94591014905531,1,0,2017-07-03,3203
"Dr. D. Y. Patil Vidyapeeth GBS","FAMILY",4,3,5.3,100,"Free",0,"Everyone","February 14, 2017","1.0.1702140017","4.1 and up",0,0,"0",4.61512051684126,1.38629436111989,1,0,2017-02-14,3342
"edp re:dy smarthome","TOOLS",3.4,30,22,5000,"Free",0,"Everyone","June 7, 2017","1.2.2","4.1 and up",0,0,"0",8.5173931714189,3.43398720448515,1,0,2017-06-07,3229
"KPS CHAUHAN DY/DX","FAMILY",4.9,37,10,100,"Free",0,"Everyone","July 28, 2018","1.0.32.1","4.1 and up",0,0,"0",4.61512051684126,3.63758615972639,1,0,2018-07-28,2813
"DY TECHNICAL GYAN","BUSINESS",4,2,3.3,10,"Free",0,"Everyone","January 17, 2018","1.1.0","4.0 and up",0,0,"0",2.39789527279837,1.09861228866811,1,0,2018-01-17,3005
"JONACK (D Story Teller)","FAMILY",4.4,152,1.2,10000,"Free",0,"Everyone","November 28, 2015","1.0","2.2 and up",0,0,"0",9.21044036697652,5.03043792139244,1,0,2015-11-28,3786
"American Sniper City Fight Shooting Assassin","GAME",4.1,395,54,50000,"Free",0,"Teen","November 24, 2017","1.4","2.3 and up",0,0,"0",10.8197982842103,5.98141421125448,1,0,2017-11-24,3059
"Guardians of Ancora","FAMILY",4.4,969,26,50000,"Free",0,"Everyone","July 20, 2018","2.9.1","2.3.3 and up",0,0,"0",10.8197982842103,6.87729607149743,1,0,2018-07-20,2821
"Cute Dolphin Keyboard","PERSONALIZATION",4.5,237,6.4,10000,"Free",0,"Everyone","July 30, 2018","1.279.13.93","4.0.3 and up",0,0,"0",9.21044036697652,5.47227067367148,1,0,2018-07-30,2811
"Truck Transport Raw Material","FAMILY",4.2,632,50,1e+05,"Free",0,"Everyone","July 20, 2018","1.4","4.1 and up",0,0,"0",11.5129354649202,6.45047042214418,1,0,2018-07-20,2821
"Hidden Camera Detector","TOOLS",3.9,167,2.5,10000,"Free",0,"Everyone","November 8, 2017","1.0","4.0.3 and up",0,0,"0",9.21044036697652,5.12396397940326,1,0,2017-11-08,3075
"Street Skater 3D","GAME",3.6,120852,21,1e+07,"Free",0,"Teen","October 24, 2017","1.1","4.0.3 and up",0,0,"1",16.1180957509583,11.7023302099857,1,1,2017-10-24,3090
"DYPSOET","FAMILY",5,8,7.4,50,"Free",0,"Everyone","August 7, 2018","1.0.2","4.1 and up",0,0,"0",3.93182563272433,2.19722457733622,1,0,2018-08-07,2803
"Triceratops - Dino Robot","FAMILY",4.4,3032,30,1e+06,"Free",0,"Everyone","December 18, 2017","1.2.3","4.0 and up",0,0,"1",13.8155115579638,8.01730750768858,1,1,2017-12-18,3035
"Differential Equations Steps","FAMILY",3.6,1185,3.9,1e+05,"Free",0,"Everyone","April 11, 2017","5.3.0","4.0.3 and up",0,0,"0",11.5129354649202,7.07834157955767,1,0,2017-04-11,3286
"Dz Dinars Numbers to letters","PRODUCTIVITY",4.7,2807,9.8,1e+05,"Free",0,"Everyone","December 15, 2016","0.74 11.12.2016","4.0.3 and up",0,0,"0",11.5129354649202,7.9402277651457,1,0,2016-12-15,3403
"dz NEWS Algerie","NEWS_AND_MAGAZINES",4.2,2318,4.5,1e+05,"Free",0,"Everyone","December 13, 2014","2.3","2.3 and up",0,0,"0",11.5129354649202,7.74889133725553,1,0,2014-12-13,4136
"Siyaha Dz","TRAVEL_AND_LOCAL",4.5,289,9.8,10000,"Free",0,"Everyone","March 13, 2018","2.6.3","4.2 and up",0,0,"0",9.21044036697652,5.66988092298052,1,0,2018-03-13,2950
"CCP DZ : Fill out a check | Number in letters DZD","FINANCE",4.7,642,3.2,10000,"Free",0,"Everyone","April 27, 2018","2018-04-27","4.0 and up",0,0,"0",9.21044036697652,6.46614472423762,1,0,2018-04-27,2905
"3G DZ Configuration","COMMUNICATION",4.3,488,2.5,50000,"Free",0,"Everyone","November 19, 2015","6.2.3","3.0 and up",0,0,"0",10.8197982842103,6.19236248947487,1,0,2015-11-19,3795
"3G/4G Config Dz","TOOLS",4.2,2058,2.3,1e+05,"Free",0,"Everyone","May 15, 2017","3.0.2","4.0 and up",0,0,"0",11.5129354649202,7.62997570702779,1,0,2017-05-15,3252
"IRIS : Customer Service - DZ Algeria","TRAVEL_AND_LOCAL",4.7,57,7,1000,"Free",0,"Everyone","March 10, 2018","2018-03","4.0 and up",0,0,"0",6.90875477931522,4.06044301054642,1,0,2018-03-10,2953
"Numbers Into Words","PRODUCTIVITY",4.4,457,562,50000,"Free",0,"Everyone","May 6, 2014","1.2","2.1 and up",0,0,"0",10.8197982842103,6.12686918411419,1,0,2014-05-06,4357
"Météo Algérie DZ","WEATHER",4.1,1238,4.7,1e+05,"Free",0,"Everyone","December 17, 2014","1.1.6","2.3 and up",0,0,"0",11.5129354649202,7.12205988162914,1,0,2014-12-17,4132
"DZ Popup Video Player","VIDEO_PLAYERS",4.5,83,4.5,5000,"Free",0,"Everyone","May 16, 2018","4.6","4.1 and up",0,0,"0",8.5173931714189,4.43081679884331,1,0,2018-05-16,2886
"DZ PROMOS - Promotions & Sale Alerts in Algeria","SHOPPING",4.1,331,10,50000,"Free",0,"Everyone","August 10, 2017","2.51","4.0.3 and up",0,0,"0",10.8197982842103,5.80513496891649,1,0,2017-08-10,3165
"JNews DZ - Algerian Newspapers","NEWS_AND_MAGAZINES",4,146,3,10000,"Free",0,"Everyone","July 16, 2016","2.4","2.3 and up",0,0,"0",9.21044036697652,4.99043258677874,1,0,2016-07-16,3555
"Ouedkniss","SHOPPING",4.3,10355,847,1e+06,"Free",0,"Teen","June 19, 2018","1.5.1","4.0 and up",0,0,"1",13.8155115579638,9.24532134087143,1,1,2018-06-19,2852
"Files To SD Card Pro","TOOLS",4.2,994,2.8,1e+05,"Free",0,"Everyone","May 18, 2018","6.0.0","5.0 and up",0,0,"0",11.5129354649202,6.90274273715859,1,0,2018-05-18,2884
"My Ooredoo Algeria","TOOLS",4.2,3606,17,1e+05,"Free",0,"Everyone","June 24, 2018","1.22.1","4.4 and up",0,0,"0",11.5129354649202,8.19063168090354,1,0,2018-06-24,2847
"PHARMAGUIDE (DZ)","HEALTH_AND_FITNESS",4.1,131,3.4,5000,"Free",0,"Everyone","April 1, 2016","1.06","1.6 and up",0,0,"0",8.5173931714189,4.88280192258637,1,0,2016-04-01,3661
"لعبة تقدر تربح DZ","FAMILY",4.2,238,6.8,10000,"Free",0,"Everyone","November 18, 2016","6.0.0.0","4.1 and up",0,0,"0",9.21044036697652,5.47646355193151,1,0,2016-11-18,3430
"chat dz","COMMUNICATION",5,8,29,100,"Free",0,"Teen","March 14, 2018","1.0","4.1 and up",0,0,"0",4.61512051684126,2.19722457733622,1,0,2018-03-14,2949
"Devise Dz","FINANCE",4,26,3.6,1000,"Free",0,"Everyone","May 29, 2017","1.0.0","4.0 and up",0,0,"0",6.90875477931522,3.29583686600433,1,0,2017-05-29,3238
"Ludo Dz","GAME",4.5,17,28,500,"Free",0,"Everyone","August 27, 2017","1.0","4.1 and up",0,0,"0",6.21660610108486,2.89037175789616,1,0,2017-08-27,3148
"Agent HQ for The Division","FAMILY",4.1,1060,2.5,1e+05,"Free",0,"Everyone","February 17, 2018","0.35","4.0.3 and up",0,0,"0",11.5129354649202,6.96696713861398,1,0,2018-02-17,2974
"infirmiers","MEDICAL",4.7,125,23,10000,"Free",0,"Everyone","June 7, 2018","12","4.0.3 and up",0,0,"0",9.21044036697652,4.83628190695148,1,0,2018-06-07,2864
"DZ sim","TOOLS",4.4,417,15,10000,"Free",0,"Everyone","April 26, 2018","3.0","4.2 and up",0,0,"0",9.21044036697652,6.03548143252476,1,0,2018-04-26,2906
"Tuberculose Dz","MEDICAL",4.9,26,6.1,1000,"Free",0,"Everyone","November 6, 2016","1.0.7","4.1 and up",0,0,"0",6.90875477931522,3.29583686600433,1,0,2016-11-06,3442
"DZ Fly Algérie Horaire Vols","TRAVEL_AND_LOCAL",3.6,114,10,10000,"Free",0,"Everyone","October 31, 2016","2.0","4.0 and up",0,0,"0",9.21044036697652,4.74493212836325,1,0,2016-10-31,3448
"3G to 4G Converter - Simulator","TOOLS",4.2,268,2.4,10000,"Free",0,"Everyone","February 21, 2018","3.0.0","4.1 and up",0,0,"0",9.21044036697652,5.59471137960184,1,0,2018-02-21,2970
"ChangeDA - Cours du DZD sur le marché parallèle","FINANCE",4.4,188,3.3,10000,"Free",0,"Everyone","July 28, 2018","2.5","4.2 and up",0,0,"0",9.21044036697652,5.24174701505964,1,0,2018-07-28,2813
"Tunisian Dinar: Exchange rate","FINANCE",4.5,625,3.8,10000,"Free",0,"Everyone","March 30, 2018","2.10","4.0 and up",0,0,"0",9.21044036697652,6.4393503711001,1,0,2018-03-30,2933
"love sms good morning","COMMUNICATION",4.2,10,3.1,5000,"Free",0,"Everyone","April 28, 2016","1.0","2.3 and up",0,0,"0",8.5173931714189,2.39789527279837,1,0,2016-04-28,3634
"DZ Blagues","FAMILY",4.2,580,2.1,10000,"Free",0,"Everyone","December 19, 2012","1.3","2.1 and up",0,0,"0",9.21044036697652,6.36475075685191,1,0,2012-12-19,4860
"EA SPORTS UFC®","SPORTS",4.5,2371338,37,5e+07,"Free",0,"Teen","July 24, 2017","1.9.3097721","2.3.3 and up",0,0,"1",17.7275335833924,14.6789653324738,1,1,2017-07-24,3182
"NBA LIVE Mobile Basketball","SPORTS",4.4,1690802,58,5e+07,"Free",0,"Everyone","May 21, 2018","2.3.1","4.0 and up",0,0,"1",17.7275335833924,14.3407141219812,1,1,2018-05-21,2881
"Need for Speed™ No Limits","GAME",4.4,3344300,22,5e+07,"Free",0,"Everyone 10+","July 24, 2018","2.12.1","4.1 and up",0,0,"1",17.7275335833924,15.0227682610976,1,1,2018-07-24,2817
"EA SPORTS™ FIFA 18 Companion","SPORTS",3.9,282727,63,1e+07,"Free",0,"Everyone","December 7, 2017","18.0.5.172734","4.4 and up",0,0,"1",16.1180957509583,12.552240583701,1,1,2017-12-07,3046
"The Simpsons™: Tapped Out","FAMILY",4.3,636995,49,1e+07,"Free",0,"Teen","July 31, 2018","4.34.0","4.0.3 and up",0,0,"1",16.1180957509583,13.3645186550997,1,1,2018-07-31,2810
"Plants vs. Zombies™ 2","FAMILY",4.4,567632,15,1e+07,"Free",0,"Everyone 10+","June 12, 2018","6.8.1","4.1 and up",0,0,"1",16.1180957509583,13.2492303621129,1,1,2018-06-12,2859
"Star Wars™: Galaxy of Heroes","FAMILY",4.5,1461698,67,1e+07,"Free",0,"Everyone 10+","May 21, 2018","0.12.334385","4.1 and up",0,0,"1",16.1180957509583,14.1951100157422,1,1,2018-05-21,2881
"Dungeon Keeper","FAMILY",4,69574,45,5e+05,"Free",0,"Everyone 10+","May 24, 2018","1.8.91","4.1 and up",0,0,"0",13.1223653774023,11.1501605863941,1,0,2018-05-24,2878
"Lost Journey (Dreamsky)","GAME",4.5,32344,29,1e+06,"Paid",0.99,"Everyone","October 21, 2016","1.3.12","3.0 and up",0,0,"1",13.8155115579638,10.3842147284781,0,1,2016-10-21,3458
"TETRIS","FAMILY",4,199808,57,1e+07,"Free",0,"Everyone","June 14, 2018","3.0.10","3.0 and up",0,0,"1",16.1180957509583,12.2051171892271,1,1,2018-06-14,2857
"NBA JAM by EA SPORTS™","FAMILY",4.3,56444,43,5e+05,"Paid",4.99,"Everyone","February 8, 2017","04.00.40","2.3 and up",0,0,"0",13.1223653774023,10.9410219916956,0,0,2017-02-08,3348
"EA Plus","TRAVEL_AND_LOCAL",2.5,12,12,1000,"Free",0,"Everyone","November 3, 2017","1.4","4.0.3 and up",0,0,"0",6.90875477931522,2.56494935746154,1,0,2017-11-03,3080
"TETRIS Blitz","FAMILY",4.4,201631,96,5e+06,"Free",0,"Everyone","June 1, 2018","4.4.4","4.1 and up",0,0,"1",15.4249486703984,12.2141995327418,1,1,2018-06-01,2870
"POGO Games","FAMILY",3.8,32600,26,1e+06,"Free",0,"Everyone","February 22, 2017","1.4.10","4.1 and up",0,0,"1",13.8155115579638,10.392098241731,1,1,2017-02-22,3334
"SW Battlefront Companion","FAMILY",4.4,93870,79,1e+06,"Free",0,"Everyone","February 3, 2016","1.0.6","4.0 and up",0,0,"1",13.8155115579638,11.4496767783051,1,1,2016-02-03,3719
"Bejeweled Blitz","FAMILY",4.2,222664,98,1e+07,"Free",0,"Everyone","August 1, 2018","2.6.0.125","4.0.3 and up",0,0,"1",16.1180957509583,12.3134236787927,1,1,2018-08-01,2809
"Peggle Blast","GAME",4.1,166251,19,5e+06,"Free",0,"Everyone","December 11, 2017","2.16.0","4.0.3 and up",0,0,"1",15.4249486703984,12.0212599885209,1,1,2017-12-11,3042
"Heroes of Dragon Age","GAME",4.2,70389,28,1e+06,"Free",0,"Teen","May 9, 2018","5.3.1","2.3.3 and up",0,0,"1",13.8155115579638,11.1618064866022,1,1,2018-05-09,2893
"SCRABBLE","GAME",3.9,172281,50,5e+06,"Free",0,"Everyone","August 1, 2018","5.27.0.729","4.1 and up",0,0,"1",15.4249486703984,12.0568879481093,1,1,2018-08-01,2809
"Asphalt Xtreme: Rally Racing","GAME",4.5,567984,39,1e+07,"Free",0,"Everyone","July 16, 2018","1.7.3b","4.0.3 and up",0,0,"1",16.1180957509583,13.2498502889039,1,1,2018-07-16,2825
"FIFA 16 Soccer","SPORTS",4.1,820577,30,1e+07,"Free",0,"Everyone","January 25, 2017","3.3.118003","4.4 and up",0,0,"1",16.1180957509583,13.6177642489794,1,1,2017-01-25,3362
"League of Stickman 2018- Ninja Arena PVP(Dreamsky)","GAME",4.4,32496,99,1e+06,"Paid",0.99,"Teen","July 3, 2018","5.3.3","2.3 and up",0,0,"1",13.8155115579638,10.3889030563649,0,1,2018-07-03,2838
"Modern Combat 5: eSports FPS","GAME",4.3,2903386,58,1e+08,"Free",0,"Mature 17+","July 24, 2018","3.2.1c","4.0 and up",0,0,"1",18.4206807539524,14.8813885444903,1,1,2018-07-24,2817
"Mass Effect: Andromeda APEX HQ","GAME",3.4,4490,92,1e+05,"Free",0,"Everyone 10+","September 21, 2017","1.18.1","4.1 and up",0,0,"0",11.5129354649202,8.40983067308774,1,0,2017-09-21,3123
"Mirror’s Edge™ Companion","GAME",3.4,1995,43,1e+05,"Free",0,"Everyone","June 28, 2016","1.2.2","4.4 and up",0,0,"0",11.5129354649202,7.59890045687141,1,0,2016-06-28,3573
"Stickman Legends: Shadow Wars","GAME",4.4,38419,100,1e+06,"Paid",0.99,"Everyone 10+","August 3, 2018","2.3.24","4.1 and up",0,0,"1",13.8155115579638,10.5563334363225,0,1,2018-08-03,2807
"MLB Perfect Inning 2018","SPORTS",4.2,42767,72,1e+06,"Free",0,"Everyone","July 26, 2018","2.0.5","4.3 and up",0,0,"1",13.8155115579638,10.6635454383787,1,1,2018-07-26,2815
"Gear.Club - True Racing","GAME",4.4,140658,37,1e+06,"Free",0,"Everyone","August 1, 2018","1.21.2","4.3 and up",0,0,"1",13.8155115579638,11.8540938004951,1,1,2018-08-01,2809
"Plants vs. Zombies™ Watch Face","FAMILY",3.5,33178,3.1,1e+06,"Free",0,"Everyone","February 2, 2015","1.0.5","4.3 and up",0,0,"1",13.8155115579638,10.4096724246525,1,1,2015-02-02,4085
"Real Football","SPORTS",4.1,585564,33,1e+07,"Free",0,"Everyone","June 1, 2018","1.5.0","4.0.3 and up",0,0,"1",16.1180957509583,13.2803324720835,1,1,2018-06-01,2870
"Typical EA Game","FAMILY",4.6,33,3.3,100,"Free",0,"Everyone","November 18, 2017","1.0","4.0 and up",0,0,"0",4.61512051684126,3.52636052461616,1,0,2017-11-18,3065
"EB Mobile","FAMILY",1.7,1172,5.6,10000,"Free",0,"Everyone","October 9, 2017","1.1.2","4.1 and up",0,0,"0",9.21044036697652,7.06731984865348,1,0,2017-10-09,3105
